pid,fid18_x,provcd18,urban18,gender_update,wa701code,wc3_b_2,ws3,ws4,ws5,ws602,ws604,wf501,wf502,wf601m,wf602m,wf603m,wf604m,wf801,wf802,wf803,wf804,wt1,wd503r,fincome1,fid18_y,tb4_a18_f,tb4_a18_m
120101104,120101,天津市,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用,160800.0,120101,初中,初中
120102401,120102,天津市,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,同意,同意,否,不适用,60000.0,120102,初中,大专
120102501,120102,天津市,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,60000.0,120102,初中,大专
120103401,120103,天津市,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,50600.0,120103,大专,小学
120104401,120104,天津市,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,偶尔（每周1次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用,65560.0,120104,初中,小学
120108104,120108,天津市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,既不同意也不反对,不同意,既不同意也不反对,既不同意也不反对,否,不适用,240000.0,120108,高中,大专
120109521,120109,天津市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,从不,从不,同意,同意,同意,既不同意也不反对,否,不适用,109548.0,120109,高中,高中
120109601,120109,天津市,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,109548.0,120109,高中,高中
120110105,693086,天津市,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,不适用,不适用,十分同意,同意,同意,同意,是,0,130000.0,693086,大专,高中
120162601,120162,辽宁省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,100000.0,120162,初中,初中
120721501,120721,江苏省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,十分同意,是,4000,100000.0,120721,大专,大专
121095552,121095,黑龙江省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,111205.0,121095,大专,大专
123392552,123392,江苏省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,十分同意,否,不适用,170000.0,123392,大学本科,初中
123755552,123755,浙江省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,不同意,是,1000,80000.0,123755,小学,初中
123804551,123804,黑龙江省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,75000.0,123804,初中,高中
124102571,350009,福建省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,320000.0,350009,大学本科,大专
124347572,440226,广东省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,80000.0,440226,高中,高中
124495621,674653,江西省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,39500.0,674653,初中,初中
125553571,125553,上海市,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,,125553,大学本科,大专
125984551,125984,河南省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,不同意,否,600,44600.0,125984,初中,初中
125984552,125984,河南省,乡村,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,44600.0,125984,初中,初中
126250601,126250,河南省,乡村,女,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,很少（每月1次）,偶尔（每周1次）,很少（每月1次）,同意,同意,同意,同意,否,不适用,20000.0,126250,初中,小学
126758601,126758,湖北省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,126400.0,126758,高中,初中
127185551,127185,福建省,城镇,女,不适用,托儿所,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很经常（每周5-7次）,很少（每月1次）,很少（每月1次）,不同意,不同意,不同意,不同意,否,2000,180000.0,127185,硕士,大学本科
127185601,127185,福建省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,180000.0,127185,硕士,大学本科
127689502,360321,江西省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,从不,很经常（每周5-7次）,偶尔（每周1次）,同意,同意,同意,同意,是,0,35000.0,360321,初中,初中
127689503,360321,江西省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用,35000.0,360321,初中,初中
127689504,360321,江西省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,从不,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用,35000.0,360321,初中,初中
127723602,127723,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,300000.0,127723,大专,大学本科
127889552,127889,广东省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,既不同意也不反对,不同意,不同意,同意,否,不适用,80000.0,127889,小学,初中
127889553,127889,广东省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,同意,不同意,否,不适用,80000.0,127889,小学,初中
127889554,127889,广东省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,80000.0,127889,小学,初中
128083551,128083,山东省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很少（每月1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,170000.0,128083,初中,初中
128367501,128367,山东省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,同意,十分同意,同意,十分同意,否,不适用,112000.0,128367,小学,小学
128367551,128367,山东省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,很少（每月1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,112000.0,128367,小学,小学
128750551,128750,河南省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,70000.0,128750,初中,初中
128792621,620683,河南省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,36000.0,620683,不适用,文盲/半文盲
128840602,128840,广东省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,50000.0,128840,初中,初中
128978551,128978,河南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,71500.0,128978,初中,高中
129339502,410793,广东省,缺失,男,不适用,幼儿园/学前班,,,,,,,,,,,,,,,,,,22000.0,410793,大专,大专
129682601,129682,四川省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,82960.0,129682,高中,高中
129886621,129886,河北省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,82710.0,129886,初中,小学
129938501,129938,河南省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,不同意,否,不适用,205600.0,129938,小学,小学
129938601,129938,河南省,乡村,女,汉族,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,很少（每月1次）,经常（每周2-4次）,从不,从不,十分同意,同意,同意,既不同意也不反对,否,3000,205600.0,129938,小学,小学
129975621,510648,四川省,缺失,男,汉族,不适用,,,,,,,,,,,,,,,,,,100000.0,510648,不适用,大专
130001105,130001,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,差,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,很少（每月1次）,同意,不同意,同意,同意,否,不适用,60000.0,130001,大专,文盲/半文盲
130002102,130002,河北省,乡村,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,优,中,很经常（每周5-7次）,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,不同意,不同意,同意,不同意,否,不适用,14000.0,130002,不适用,小学
130005104,130005,河北省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,差,差,偶尔（每周1次）,从不,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,十分同意,否,不适用,20000.0,130005,文盲/半文盲,初中
