pid,fid18,provcd18,urban18,gender_update,wa701code,wc3_b_2,ws3,ws4,ws5,ws602,ws604,wf501,wf502,wf601m,wf602m,wf603m,wf604m,wf801,wf802,wf803,wf804,wt1,wd503r
124495621,674653,江西省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
125553571,125553,上海市,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
125984551,125984,河南省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,不同意,否,600
125984552,125984,河南省,乡村,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
126250601,126250,河南省,乡村,女,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,很少（每月1次）,偶尔（每周1次）,很少（每月1次）,同意,同意,同意,同意,否,不适用
126758601,126758,湖北省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
127185551,127185,福建省,城镇,女,不适用,托儿所,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很经常（每周5-7次）,很少（每月1次）,很少（每月1次）,不同意,不同意,不同意,不同意,否,2000
127185601,127185,福建省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
127689502,360321,江西省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,从不,很经常（每周5-7次）,偶尔（每周1次）,同意,同意,同意,同意,是,0
127689503,360321,江西省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用
127689504,360321,江西省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,从不,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用
127723602,127723,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
127889552,127889,广东省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,既不同意也不反对,不同意,不同意,同意,否,不适用
127889553,127889,广东省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,同意,不同意,否,不适用
127889554,127889,广东省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
128083551,128083,山东省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很少（每月1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
128367501,128367,山东省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,同意,十分同意,同意,十分同意,否,不适用
128367551,128367,山东省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,很少（每月1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
128750551,128750,河南省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
128792621,620683,河南省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
128840602,128840,广东省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
128978551,128978,河南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
129339502,410793,广东省,缺失,男,不适用,幼儿园/学前班,,,,,,,,,,,,,,,,,
129682601,129682,四川省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
129886621,129886,河北省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
129938501,129938,河南省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,不同意,否,不适用
129938601,129938,河南省,乡村,女,汉族,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,很少（每月1次）,经常（每周2-4次）,从不,从不,十分同意,同意,同意,既不同意也不反对,否,3000
129975621,510648,四川省,缺失,男,汉族,不适用,,,,,,,,,,,,,,,,,
130001105,130001,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,差,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,很少（每月1次）,同意,不同意,同意,同意,否,不适用
130002102,130002,河北省,乡村,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,优,中,很经常（每周5-7次）,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,不同意,不同意,同意,不同意,否,不适用
130005104,130005,河北省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,差,差,偶尔（每周1次）,从不,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,十分同意,否,不适用
130006401,130006,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,很少（每月1次）,不适用,不适用,不适用,不适用,不适用,既不同意也不反对,否,不适用
130008571,130008,河北省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,不同意,同意,同意,不同意,否,不适用
130017105,198382,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,良,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用
130019401,130019,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,是重点班,中,中,不适用,很少（每月1次）,经常（每周2-4次）,从不,同意,同意,同意,同意,否,不适用
130020106,130020,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,差,中,不适用,经常（每周2-4次）,很经常（每周5-7次）,从不,同意,不同意,不同意,同意,否,不适用
130022107,130022,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,十分同意,十分同意,十分同意,十分同意,否,不适用
130027105,130027,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,差,差,很经常（每周5-7次）,偶尔（每周1次）,很经常（每周5-7次）,经常（每周2-4次）,十分同意,同意,同意,同意,是,2000
130027401,130027,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,差,差,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,是,2000
130029105,130029,河北省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,同意,不同意,否,不适用
130029106,130029,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,同意,同意,否,不适用
130030104,130030,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,不知道,就读学校没有重点班和非重点班的区分,优,良,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,同意,十分同意,同意,十分同意,否,不适用
130030501,130030,河北省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
130032401,130032,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,差,良,从不,偶尔（每周1次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,十分同意,不同意,否,不适用
130036401,130036,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,是重点班,良,优,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,从不,十分同意,十分同意,十分同意,十分同意,是,600
130036402,630101,河北省,城镇,男,不适用,小学,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用
130036501,130036,河北省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
130037107,130037,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,十分同意,十分同意,十分同意,十分同意,否,不适用
130037401,130037,河北省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,十分同意,否,不适用
130039621,666045,河北省,缺失,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
